month_end,rate_level,sp500_close,realized_vol,monthly_return,ret_1m_fwd,ret_3m_fwd,ret_6m_fwd,rate_change,target_upper,target_lower,vix_mean,high_rate_regime,rising_rate_regime
2020-12-31,0.09,3756.07,0.005418951217664712,0.03712140665943231,-0.011136640158463607,0.05772522876304209,0.1441480057613409,0.0,0.25,0.0,22.37409090909091,0,0
2021-01-31,0.09,3714.24,0.010729405211116445,-0.011136640158463607,0.026091474971999817,0.12571347031963476,0.18335379512363237,0.0,0.25,0.0,24.91,0,0
2021-02-28,0.08,3811.15,0.009019365964388619,0.026091474971999817,0.04243863400810777,0.10310798577857061,0.1866969287485405,-0.009999999999999995,0.25,0.0,23.140526315789476,0,0
2021-03-31,0.07,3972.89,0.010430666652367887,0.04243863400810777,0.05242531255584737,0.08170626420565386,0.0842333918130127,-0.009999999999999995,0.25,0.0,21.84304347826087,0,0
2021-04-30,0.07,4181.17,0.006827792259402841,0.05242531255584737,0.005486502581813157,0.05120337130516095,0.1014572476125104,0.0,0.25,0.0,17.416190476190476,0,0
2021-05-31,0.06,4204.11,0.008869066738958008,0.005486502581813157,0.02221397632316946,0.07577584792024972,0.08631791270922995,-0.010000000000000009,0.25,0.0,19.7605,0,0
2021-06-30,0.08,4297.5,0.005277200744677817,0.02221397632316946,0.02274810936591054,0.0023362420011634466,0.10905875509016871,0.020000000000000004,0.25,0.0,16.956818181818182,0,1
2021-07-31,0.1,4395.26,0.007411753674099295,0.02274810936591054,0.028990321391681118,0.047806045603673075,0.027368119292146442,0.020000000000000004,0.25,0.0,17.603333333333335,0,1
2021-08-31,0.09,4522.68,0.005183230382380203,0.028990321391681118,-0.047569140421166334,0.009799499411853096,-0.03288757993048386,-0.010000000000000009,0.25,0.0,17.472727272727273,0,0
2021-09-30,0.08,4307.54,0.008011117806723101,-0.047569140421166334,0.06914387330123462,0.10647376460810576,0.05173950793260196,-0.009999999999999995,0.25,0.0,19.824761904761903,0,0
2021-10-31,0.08,4605.38,0.006835928674162659,0.06914387330123462,-0.00833373141847149,-0.019505447976062795,-0.10280367743812668,0.0,0.25,0.0,17.871428571428574,0,0
2021-11-30,0.08,4567.0,0.008135855583319774,-0.00833373141847149,0.04361287497262989,-0.04227282680096356,-0.09521567768776007,0.0,0.25,0.0,18.50047619047619,0,0
2021-12-31,0.08,4766.18,0.010758499152277912,0.04361287497262989,-0.05258508910699977,-0.04946728826859259,-0.20578324780012502,0.0,0.25,0.0,21.354545454545455,0,0
2022-01-31,0.08,4515.55,0.011791130671414771,-0.05258508910699977,-0.03136052086678265,-0.08495532105723558,-0.08531851048045092,0.0,0.25,0.0,23.181,0,0
2022-02-28,0.08,4373.94,0.014198796314521069,-0.03136052086678265,0.03577323877328009,-0.05527967919084398,-0.09578092063448507,0.0,0.25,0.0,25.748421052631578,0,0
2022-03-31,0.2,4530.41,0.014593917830142196,0.03577323877328009,-0.08795671914903935,-0.1644508995874545,-0.20854403906048236,0.12000000000000001,0.3709677419354839,0.12096774193548387,26.968695652173913,0,1
2022-04-30,0.33,4131.93,0.015432949707579524,-0.08795671914903935,5.324388360872234e-05,-0.00039690895053889896,-0.06291248883693579,0.13,0.5,0.25,24.3735,0,1
2022-05-31,0.77,4132.15,0.01969680731386344,5.324388360872234e-05,-0.08391999322386645,-0.042871144561547725,-0.012593928100383511,0.44,0.9354838709677419,0.6854838709677419,29.313636363636363,0,1
2022-06-30,1.21,3785.38,0.0185300885595922,-0.08391999322386645,0.09111634763220589,-0.0527714522716346,0.014297111518526417,0.43999999999999995,1.375,1.125,28.23318181818182,0,1
2022-07-31,1.68,4130.29,0.012125789970131067,0.09111634763220589,-0.04244011921681046,-0.06254040273201156,-0.012999087231162942,0.47,1.846774193548387,1.596774193548387,24.995238095238093,0,1
2022-08-31,2.33,3955.0,0.012197959107461891,-0.04244011921681046,-0.09339570164348932,0.0316333754740834,0.00383059418457643,0.6500000000000001,2.5,2.25,22.169565217391302,0,1
2022-09-30,2.56,3585.62,0.014998218071295916,-0.09339570164348932,0.07986345457689326,0.07080504905706686,0.14605284441742317,0.22999999999999998,2.725,2.475,27.34181818181818,0,1
2022-10-31,3.08,3871.98,0.017605008703190168,0.07986345457689326,0.053752860293699856,0.052846347346835465,0.0768340745561702,0.52,3.25,3.0,30.005714285714287,0,1
2022-11-30,3.78,4080.11,0.017601430781131952,0.053752860293699856,-0.058971449299161094,-0.026950253792177192,0.024440517535066375,0.6999999999999997,3.95,3.7,23.29909090909091,0,1
2022-12-31,4.1,3839.5,0.01125442043185206,-0.058971449299161094,0.06175283240005203,0.07027217085558024,0.1591040500065113,0.31999999999999984,4.274193548387097,4.024193548387097,21.784285714285716,0,1
2023-01-31,4.33,4076.6,0.010513283434866733,0.06175283240005203,-0.026112446646715304,0.02278369229259658,0.1256831673453369,0.23000000000000043,4.5,4.25,20.16904761904762,1,1
2023-02-28,4.57,3970.15,0.009735151308836627,-0.026112446646715304,0.03505157235872702,0.05281412541087871,0.13538783169401647,0.2400000000000002,4.741071428571429,4.491071428571429,20.1205,1,1
2023-03-31,4.65,4109.31,0.011348687469718646,0.03505157235872702,0.01464236088297044,0.08299933565489082,0.04349635340239599,0.08000000000000007,4.82258064516129,4.57258064516129,21.644347826086957,1,1
2023-04-30,4.83,4169.48,0.007516614959427966,0.01464236088297044,0.002482323934879238,0.10060726997131542,0.0058328616518128484,0.17999999999999972,5.0,4.75,17.817894736842106,1,1
2023-05-31,5.06,4179.83,0.00807386300414777,0.002482323934879238,0.0647275128414313,0.07843141945964316,0.09281956443204642,0.22999999999999954,5.225806451612903,4.975806451612903,17.63608695652174,1,1
2023-06-30,5.08,4450.38,0.006794188246745326,0.0647275128414313,0.031138913980379268,-0.0364755369204427,0.07178038729277048,0.020000000000000462,5.25,5.0,14.003181818181817,1,1
2023-07-31,5.12,4588.96,0.005075264632319589,0.031138913980379268,-0.01771643248143373,-0.08611101426031165,0.0559364213242215,0.040000000000000036,5.290322580645161,5.040322580645161,13.932380952380951,1,1
2023-08-31,5.33,4507.66,0.007756715691072552,-0.01771643248143373,-0.04871929116215501,0.013341733848604376,0.13057994613613277,0.20999999999999996,5.5,5.25,15.85391304347826,1,1
2023-09-30,5.33,4288.05,0.006885513189484544,-0.04871929116215501,-0.021979687736850106,0.11235410034864324,0.2253471857837479,0.0,5.5,5.25,15.173333333333332,1,0
2023-10-31,5.33,4193.8,0.008883659178451379,-0.021979687736850106,0.08917926462873771,0.15543182793647747,0.20074633983499446,0.0,5.5,5.25,18.887727272727272,1,0
2023-11-30,5.33,4567.8,0.007030021809806293,0.08917926462873771,0.04422916940321375,0.11569464512456773,0.15537238933403397,0.0,5.5,5.25,14.01909090909091,1,0
2023-12-31,5.33,4769.83,0.006076830618221411,0.04422916940321375,0.015895744712075555,0.10158014017271055,0.14479551682135416,0.0,5.5,5.25,12.7185,1,0
2024-01-31,5.33,4845.65,0.006953111770946058,0.015895744712075555,0.05172061539731532,0.039218680672355566,0.13964070867685452,0.0,5.5,5.25,13.388636363636364,1,0
2024-02-29,5.33,5096.27,0.00769337313499369,0.05172061539731532,0.031018764704381807,0.035563264897660485,0.108340021231214,0.0,5.5,5.25,13.980476190476189,1,0
2024-03-31,5.33,5254.35,0.0062154067138770605,0.031018764704381807,-0.04161504277408257,0.039230351994061996,0.09670653839199894,0.0,5.5,5.25,13.7875,1,0
2024-04-30,5.33,5035.69,0.008390907201584811,-0.04161504277408257,0.04802122449952262,0.09663223907746521,0.13300262724671308,0.0,5.5,5.25,16.137727272727275,1,0
2024-05-31,5.33,5277.51,0.005883473304691812,0.04802122449952262,0.034669759034089864,0.07027746039325344,0.14303525715725796,0.0,5.5,5.25,13.058695652173913,1,0
2024-06-30,5.33,5460.48,0.004042241706201109,0.034669759034089864,0.011321349038912354,0.05530649320206282,0.07712691924519466,0.0,5.5,5.25,12.667,1,0
2024-07-31,5.33,5522.3,0.00910568922542833,0.011321349038912354,0.022834688445031892,0.03316552885573043,0.09384314506636726,0.0,5.5,5.25,14.373913043478263,1,0
2024-08-31,5.33,5648.4,0.01226235108287345,0.022834688445031892,0.020196869910062976,0.06798031300899376,0.0541923376531408,0.0,5.5,5.25,19.312272727272727,1,0
2024-09-30,5.13,5762.48,0.00871855339214518,0.020196869910062976,-0.009896780552817508,0.020676861351362597,-0.026139787036137063,-0.20000000000000018,5.3,5.05,17.663333333333334,1,0
2024-10-31,4.83,5705.45,0.006936235301710971,-0.009896780552817508,0.057301352215863854,0.05872981097021257,-0.02390521343627572,-0.2999999999999998,5.0,4.75,19.960869565217394,1,0
2024-11-30,4.64,6032.38,0.007626959438856024,0.057301352215863854,-0.024990136563014964,-0.012910327267181443,-0.020007028734927212,-0.1900000000000004,4.808333333333334,4.558333333333334,16.015238095238097,1,0
2024-12-31,4.48,5881.63,0.008985973217875937,-0.024990136563014964,0.027016320305765618,-0.04586823720635258,0.05497115595506674,-0.15999999999999925,4.645161290322581,4.395161290322581,15.866190476190477,1,0
2025-01-31,4.33,6040.53,0.008846849674808687,0.027016320305765618,-0.014242127760312417,-0.07805109816522715,0.04947579103158173,-0.15000000000000036,4.5,4.25,16.763636363636365,1,0
2025-02-28,4.33,5954.5,0.00833628667589007,-0.014242127760312417,-0.05754471408178685,-0.007189520530691107,0.08493744227055178,0.0,4.5,4.25,16.968,1,0
2025-03-31,4.33,5611.85,0.012989609384023524,-0.05754471408178685,-0.007624936518260461,0.10568707289040136,0.19184582624268276,0.0,4.5,4.25,21.841428571428573,1,0
2025-04-30,4.33,5569.06,0.031094794111255607,-0.007624936518260461,0.06152384783069298,0.1383231640528204,0.2282503690030273,0.0,4.5,4.25,31.966190476190473,1,0
2025-05-31,4.33,5911.69,0.010487821373898818,0.06152384783069298,0.04960679602617879,0.09279410794544374,0.1391175788987582,0.0,4.5,4.25,20.46227272727273,1,0
2025-06-30,4.33,6204.95,0.006250964477223787,0.04960679602617879,0.021666572655702376,0.07792327093691331,,0.0,4.5,4.25,18.403333333333336,1,0
2025-07-31,4.33,6339.39,0.004082145771785373,0.021666572655702376,0.01906650324400294,0.07899971448357013,,0.0,4.5,4.25,16.381304347826084,1,0
2025-08-31,4.33,6460.26,0.007502384607552856,0.01906650324400294,0.03532365570425955,0.042389934770427073,,0.0,4.5,4.25,15.75,1,0
2025-09-30,4.22,6688.46,0.004479155928053759,0.03532365570425955,0.022686836730727133,,,-0.11000000000000032,4.391666666666667,4.141666666666667,15.789090909090909,0,0
2025-10-31,4.09,6840.2,0.008587112638629846,0.022686836730727133,-0.01550978041577733,,,-0.1299999999999999,4.233870967741935,3.9838709677419355,18.086521739130436,0,0
